date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:20:42	7945/7945	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:42%20GMT	https://www.classcentral.com/help/mooc-based-degree	./www.classcentral.com/help/mooc-based-degree	(from https://www.classcentral.com/help/moocs)
01:20:44	554306/554306	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:20:43%20GMT	https://www.classcentral.com/help/moocs-academic-credit	./www.classcentral.com/help/moocs-academic-credit.html	(from https://www.classcentral.com/help/moocs)
01:20:44	8238/8238	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:44%20GMT	https://www.classcentral.com/help/faq-certificate	./www.classcentral.com/help/faq-certificate.1f.delayed	(from https://www.classcentral.com/help/moocs)
01:20:45	8053/8053	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:45%20GMT	https://www.classcentral.com/help/faq-when-how-receive-certificate	./www.classcentral.com/help/faq-when-how-receive-certificate	(from https://www.classcentral.com/help/moocs)
01:20:46	8265/8265	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:46%20GMT	https://www.classcentral.com/help/can-moocs-get-job	./www.classcentral.com/help/can-moocs-get-job.21.delayed	(from https://www.classcentral.com/help/moocs)
01:20:48	550905/550905	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:20:47%20GMT	https://www.classcentral.com/help/moocs-financial-aid	./www.classcentral.com/help/moocs-financial-aid.html	(from https://www.classcentral.com/help/moocs)
01:20:48	8323/8323	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:48%20GMT	https://www.classcentral.com/help/how-get-refund-for-course	./www.classcentral.com/help/how-get-refund-for-course.23.delayed	(from https://www.classcentral.com/help/moocs)
01:20:49	8016/8016	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:49%20GMT	https://www.classcentral.com/help/course-not-currently-running	./www.classcentral.com/help/course-not-currently-running	(from https://www.classcentral.com/help/moocs)
01:20:51	552022/552022	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:20:50%20GMT	https://www.classcentral.com/help/faq-class-central-role	./www.classcentral.com/help/faq-class-central-role.html	(from https://www.classcentral.com/help/moocs)
01:20:51	8336/8336	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:51%20GMT	https://www.classcentral.com/help/highest-rated-online-courses	./www.classcentral.com/help/highest-rated-online-courses.26.delayed	(from https://www.classcentral.com/help/moocs)
01:20:52	7944/7944	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:52%20GMT	https://www.classcentral.com/help/section/coursera	./www.classcentral.com/help/section/coursera	(from https://www.classcentral.com/help/moocs)
01:20:54	553106/553106	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:20:54%20GMT	https://www.classcentral.com/help/what-is-coursera	./www.classcentral.com/help/what-is-coursera.html	(from https://www.classcentral.com/help/moocs)
01:20:54	8310/8310	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:54%20GMT	https://www.classcentral.com/help/how-does-coursera-work	./www.classcentral.com/help/how-does-coursera-work.29.delayed	(from https://www.classcentral.com/help/moocs)
01:20:55	7968/7968	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:55%20GMT	https://www.classcentral.com/help/coursera-subscriptions	./www.classcentral.com/help/coursera-subscriptions	(from https://www.classcentral.com/help/moocs)
01:20:56	8259/8259	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:56%20GMT	https://www.classcentral.com/help/degree-coursera	./www.classcentral.com/help/degree-coursera.2b.delayed	(from https://www.classcentral.com/help/moocs)
01:20:58	552343/552343	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:20:57%20GMT	https://www.classcentral.com/help/how-sign-up-coursera	./www.classcentral.com/help/how-sign-up-coursera.html	(from https://www.classcentral.com/help/moocs)
01:20:58	8254/8254	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:58%20GMT	https://www.classcentral.com/help/coursera-mobile-app	./www.classcentral.com/help/coursera-mobile-app.2d.delayed	(from https://www.classcentral.com/help/moocs)
01:20:59	7981/7981	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:20:59%20GMT	https://www.classcentral.com/help/websites-similar-Coursera	./www.classcentral.com/help/websites-similar-Coursera	(from https://www.classcentral.com/help/moocs)
01:21:01	552905/552905	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:00%20GMT	https://www.classcentral.com/help/best-coursera-courses	./www.classcentral.com/help/best-coursera-courses.html	(from https://www.classcentral.com/help/moocs)
01:21:01	8280/8280	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:01%20GMT	https://www.classcentral.com/help/are-coursera-courses-free	./www.classcentral.com/help/are-coursera-courses-free.30.delayed	(from https://www.classcentral.com/help/moocs)
01:21:02	8019/8019	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:02%20GMT	https://www.classcentral.com/help/how-earn-certificate-coursera	./www.classcentral.com/help/how-earn-certificate-coursera	(from https://www.classcentral.com/help/moocs)
01:21:04	554052/554052	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:03%20GMT	https://www.classcentral.com/help/how-much-coursera-cost	./www.classcentral.com/help/how-much-coursera-cost.html	(from https://www.classcentral.com/help/moocs)
01:21:04	8358/8358	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:04%20GMT	https://www.classcentral.com/help/what-are-coursera-specializations	./www.classcentral.com/help/what-are-coursera-specializations.33.delayed	(from https://www.classcentral.com/help/moocs)
01:21:05	7971/7971	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:05%20GMT	https://www.classcentral.com/help/how-get-refund-coursera	./www.classcentral.com/help/how-get-refund-coursera	(from https://www.classcentral.com/help/moocs)
01:21:06	8287/8287	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:06%20GMT	https://www.classcentral.com/help/coursera-financial-aid	./www.classcentral.com/help/coursera-financial-aid.35.delayed	(from https://www.classcentral.com/help/moocs)
01:21:08	551108/551108	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:07%20GMT	https://www.classcentral.com/help/how-get-coursera-certificate-free	./www.classcentral.com/help/how-get-coursera-certificate-free.html	(from https://www.classcentral.com/help/moocs)
01:21:08	8220/8220	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:08%20GMT	https://www.classcentral.com/help/section/edx	./www.classcentral.com/help/section/edx.37.delayed	(from https://www.classcentral.com/help/moocs)
01:21:09	7898/7898	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:09%20GMT	https://www.classcentral.com/help/what-is-edx	./www.classcentral.com/help/what-is-edx	(from https://www.classcentral.com/help/moocs)
01:21:11	554759/554759	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:10%20GMT	https://www.classcentral.com/help/how-edx-courses-work	./www.classcentral.com/help/how-edx-courses-work.html	(from https://www.classcentral.com/help/moocs)
01:21:11	8218/8218	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:11%20GMT	https://www.classcentral.com/help/sign-up-edx	./www.classcentral.com/help/sign-up-edx.3a.delayed	(from https://www.classcentral.com/help/moocs)
01:21:12	7958/7958	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:12%20GMT	https://www.classcentral.com/help/edx-archived-courses	./www.classcentral.com/help/edx-archived-courses	(from https://www.classcentral.com/help/moocs)
01:21:14	550666/550666	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:13%20GMT	https://www.classcentral.com/help/edx-mobile-app	./www.classcentral.com/help/edx-mobile-app.html	(from https://www.classcentral.com/help/moocs)
01:21:14	8278/8278	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:14%20GMT	https://www.classcentral.com/help/websites-similar-edx	./www.classcentral.com/help/websites-similar-edx.3d.delayed	(from https://www.classcentral.com/help/moocs)
01:21:15	7918/7918	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:15%20GMT	https://www.classcentral.com/help/edx-certificate	./www.classcentral.com/help/edx-certificate	(from https://www.classcentral.com/help/moocs)
01:21:16	8215/8215	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:16%20GMT	https://www.classcentral.com/help/degree-edx	./www.classcentral.com/help/degree-edx.3f.delayed	(from https://www.classcentral.com/help/moocs)
01:21:18	553031/553031	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:17%20GMT	https://www.classcentral.com/help/best-edx-courses	./www.classcentral.com/help/best-edx-courses.html	(from https://www.classcentral.com/help/moocs)
01:21:18	8323/8323	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:18%20GMT	https://www.classcentral.com/help/how-much-edx-courses-cost	./www.classcentral.com/help/how-much-edx-courses-cost.41.delayed	(from https://www.classcentral.com/help/moocs)
01:21:19	7931/7931	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:19%20GMT	https://www.classcentral.com/help/how-get-refund-edx	./www.classcentral.com/help/how-get-refund-edx	(from https://www.classcentral.com/help/moocs)
01:21:21	551056/551056	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:21%20GMT	https://www.classcentral.com/help/edx-micromasters	./www.classcentral.com/help/edx-micromasters.html	(from https://www.classcentral.com/help/moocs)
01:21:21	8197/8197	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:21%20GMT	https://www.classcentral.com/help/edx-xseries	./www.classcentral.com/help/edx-xseries.44.delayed	(from https://www.classcentral.com/help/moocs)
01:21:22	7984/7984	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:22%20GMT	https://www.classcentral.com/help/edx-professional-education	./www.classcentral.com/help/edx-professional-education	(from https://www.classcentral.com/help/moocs)
01:21:24	551668/551668	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:23%20GMT	https://www.classcentral.com/help/edx-professional-certificate-programs	./www.classcentral.com/help/edx-professional-certificate-programs.html	(from https://www.classcentral.com/help/moocs)
01:21:24	8336/8336	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:24%20GMT	https://www.classcentral.com/help/how-get-edx-certificate-free	./www.classcentral.com/help/how-get-edx-certificate-free.47.delayed	(from https://www.classcentral.com/help/moocs)
01:21:25	7941/7941	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:25%20GMT	https://www.classcentral.com/help/section/udacity	./www.classcentral.com/help/section/udacity	(from https://www.classcentral.com/help/moocs)
01:21:26	8237/8237	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:26%20GMT	https://www.classcentral.com/help/what-is-udacity	./www.classcentral.com/help/what-is-udacity.49.delayed	(from https://www.classcentral.com/help/moocs)
01:21:28	551947/551947	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:27%20GMT	https://www.classcentral.com/help/how-does-udacity-work	./www.classcentral.com/help/how-does-udacity-work.html	(from https://www.classcentral.com/help/moocs)
01:21:28	8383/8383	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:28%20GMT	https://www.classcentral.com/help/how-does-udacity-subscription-work	./www.classcentral.com/help/how-does-udacity-subscription-work.4b.delayed	(from https://www.classcentral.com/help/moocs)
01:21:29	8037/8037	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:29%20GMT	https://www.classcentral.com/help/what-are-udacity-nanodegrees	./www.classcentral.com/help/what-are-udacity-nanodegrees	(from https://www.classcentral.com/help/moocs)
01:21:31	550696/550696	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:30%20GMT	https://www.classcentral.com/help/sign-up-udacity	./www.classcentral.com/help/sign-up-udacity.html	(from https://www.classcentral.com/help/moocs)
01:21:31	8320/8320	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:31%20GMT	https://www.classcentral.com/help/websites-similar-udacity	./www.classcentral.com/help/websites-similar-udacity.4e.delayed	(from https://www.classcentral.com/help/moocs)
01:21:32	7911/7911	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:32%20GMT	https://www.classcentral.com/help/degree-udacity	./www.classcentral.com/help/degree-udacity	(from https://www.classcentral.com/help/moocs)
01:21:34	552868/552868	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:34%20GMT	https://www.classcentral.com/help/best-udacity-courses	./www.classcentral.com/help/best-udacity-courses.html	(from https://www.classcentral.com/help/moocs)
01:21:34	8320/8320	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:34%20GMT	https://www.classcentral.com/help/are-udacity-courses-free	./www.classcentral.com/help/are-udacity-courses-free.51.delayed	(from https://www.classcentral.com/help/moocs)
01:21:35	7984/7984	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:35%20GMT	https://www.classcentral.com/help/how-much-does-udacity-cost	./www.classcentral.com/help/how-much-does-udacity-cost	(from https://www.classcentral.com/help/moocs)
01:21:36	8251/8251	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:36%20GMT	https://www.classcentral.com/help/udacity-mobile-app	./www.classcentral.com/help/udacity-mobile-app.53.delayed	(from https://www.classcentral.com/help/moocs)
01:21:38	550806/550806	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:37%20GMT	https://www.classcentral.com/help/how-get-refund-udacity	./www.classcentral.com/help/how-get-refund-udacity.html	(from https://www.classcentral.com/help/moocs)
01:21:38	8277/8277	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:38%20GMT	https://www.classcentral.com/help/udacity-scholarships	./www.classcentral.com/help/udacity-scholarships.55.delayed	(from https://www.classcentral.com/help/moocs)
01:21:39	8053/8053	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:39%20GMT	https://www.classcentral.com/help/how-get-free-udacity-certificate	./www.classcentral.com/help/how-get-free-udacity-certificate	(from https://www.classcentral.com/help/moocs)
01:21:41	552146/552146	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:40%20GMT	https://www.classcentral.com/help/section/futurelearn	./www.classcentral.com/help/section/futurelearn.html	(from https://www.classcentral.com/help/moocs)
01:21:41	8254/8254	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:41%20GMT	https://www.classcentral.com/help/what-is-futurelearn	./www.classcentral.com/help/what-is-futurelearn.58.delayed	(from https://www.classcentral.com/help/moocs)
01:21:42	8016/8016	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:42%20GMT	https://www.classcentral.com/help/how-futurelearn-courses-work	./www.classcentral.com/help/how-futurelearn-courses-work	(from https://www.classcentral.com/help/moocs)
01:21:44	552220/552220	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:43%20GMT	https://www.classcentral.com/help/how-sign-up-futurelearn	./www.classcentral.com/help/how-sign-up-futurelearn.html	(from https://www.classcentral.com/help/moocs)
01:21:44	8288/8288	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:44%20GMT	https://www.classcentral.com/help/futurelearn-mobile-app	./www.classcentral.com/help/futurelearn-mobile-app.5b.delayed	(from https://www.classcentral.com/help/moocs)
01:21:45	8016/8016	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:45%20GMT	https://www.classcentral.com/help/websites-similar-futurelearn	./www.classcentral.com/help/websites-similar-futurelearn	(from https://www.classcentral.com/help/moocs)
01:21:46	8373/8373	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:46%20GMT	https://www.classcentral.com/help/how-earn-futurelearn-certificate	./www.classcentral.com/help/how-earn-futurelearn-certificate.5d.delayed	(from https://www.classcentral.com/help/moocs)
01:21:48	550971/550971	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:47%20GMT	https://www.classcentral.com/help/degree-futurelearn	./www.classcentral.com/help/degree-futurelearn.html	(from https://www.classcentral.com/help/moocs)
01:21:48	8320/8320	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:48%20GMT	https://www.classcentral.com/help/best-futurelearn-courses	./www.classcentral.com/help/best-futurelearn-courses.5f.delayed	(from https://www.classcentral.com/help/moocs)
01:21:49	8003/8003	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:49%20GMT	https://www.classcentral.com/help/how-much-futurelearn-cost	./www.classcentral.com/help/how-much-futurelearn-cost	(from https://www.classcentral.com/help/moocs)
01:21:51	550866/550866	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2006:21:50%20GMT	https://www.classcentral.com/help/what-are-futureLearn-programs	./www.classcentral.com/help/what-are-futureLearn-programs.html	(from https://www.classcentral.com/help/moocs)
01:21:51	8326/8326	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:51%20GMT	https://www.classcentral.com/help/how-get-refund-futurelearn	./www.classcentral.com/help/how-get-refund-futurelearn.62.delayed	(from https://www.classcentral.com/help/moocs)
01:21:52	8073/8073	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:52%20GMT	https://www.classcentral.com/help/how-get-futurelearn-certificate-free	./www.classcentral.com/help/how-get-futurelearn-certificate-free	(from https://www.classcentral.com/help/moocs)
01:21:55	8152/8152	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:54%20GMT	https://www.classcentral.com/help/	./www.classcentral.com/help/index.html	(from https://www.classcentral.com/help/moocs)
01:21:55	8138/8138	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2006:21:54%20GMT	https://www.classcentral.com/help/s/	./www.classcentral.com/help/s/index.html	(from https://www.classcentral.com/help/moocs)
